t,y,x,id,parent_id,track_id,area
18,1353.9785407725321,1404.0858369098712,126744,126363,129,466
18,1318.325892857143,1440.127232142857,126745,126364,125,448
18,1381.7002053388092,1409.0616016427105,126754,126373,127,487
18,1342.649667405765,1450.8558758314855,126755,126374,128,451
19,1322.9502262443439,1290.552036199095,127093,126718,130,442
19,1286.1097560975609,1298.3073170731707,127094,126719,131,410
19,1320.5350140056023,1311.8711484593837,127103,126728,132,357
19,1333.5668103448277,1345.2392241379312,127104,126729,122,464
19,1293.13672922,1455.9678284182305,127109,126734,123,746
19,1344.7320261437908,1480.5777777777778,127113,126738,124,765
19,1355.857142857143,1399.7824175824176,127119,126744,129,455
19,1320.6773455377574,1439.091533180778,127120,126745,125,437
19,1382.107142857143,1408.436507936508,127129,126754,127,504
19,1345.0288248337029,1452.4412416851442,127130,126755,128,451
20,1320.7142857142858,1290.6866359447004,127468,127093,130,434
20,1283.7037914691944,1292.7890995260664,127469,127094,131,422
20,1317.2317073170732,1310.4829268292683,127478,127103,132,410
20,1329.7583187390542,1344.737302977233,127479,127104,122,571
20,1293.59403372,1455.3463035019456,127484,127109,123,771
20,1345.7984084880636,1480.896551724138,127488,127113,124,754
20,1353.352808988764,1402.0247191011235,127494,127119,129,445
20,1318.3685393258427,1442.6764045,127495,127120,125,445
20,1381.810707456979,1408.3862332695985,127504,127129,127,523
20,1343.0154867256638,1452.1969026548672,127505,127130,128,452
21,1316.3667296786389,1287.0567107750473,127843,127468,130,529
21,1281.6556701030927,1293.7051546391754,127844,127469,131,485
21,1317.592750533049,1313.72921108742,127853,127478,132,469
21,1321.1025641025642,1350.7124542124543,127854,127479,122,546
21,1293.3754940711462,1452.4097496706192,127859,127484,123,759
21,1344.5459387483356,1480.2902796271637,127863,127488,124,751
21,1356.8708920187794,1397.823943661972,127869,127494,129,426
21,1317.534090909091,1442.3590909090908,127870,127495,125,440
21,1379.4587737843551,1416.2727272727273,127879,127504,127,473
21,1343.1721854304635,1450.326710816777,127880,127505,128,453
22,1318.1486988847585,1291.328996282528,128218,127843,130,538
22,1280.7301324503312,1293.387417218543,128219,127844,131,604
22,1324.7478448275863,1322.9762931034484,128228,127853,132,464
22,1315.273764258555,1358.7851711026615,128229,127854,122,526
22,1291.8834196891191,1452.979274611399,128234,127859,123,772
22,1346.2321899736148,1480.3535620052771,128238,127863,124,758
22,1357.6659436008676,1399.1301518438179,128244,127869,129,461
22,1315.75,1443.4322916666667,128245,127870,125,384
22,1380.2942386831276,1416.2510288065844,128254,127879,127,486
22,1339.9265033407573,1450.5077951002227,128255,127880,128,449
23,1315.7689463955637,1287.5526802218114,128593,128218,130,541
23,1274.66104553,1294.4198988195615,128594,128219,131,593
23,1332.4795918367347,1320.6285714285714,128603,128228,132,490
23,1315.678392,1356.9363484087103,128604,128229,122,597
23,1291.4708798017348,1452.3023543990087,128609,128234,123,807
23,1346.3700887198986,1479.6451204055766,128613,128238,124,789
23,1362.335164835165,1403.3882783882784,128619,128244,129,546
23,1314.051413881748,1446.80205655527,128620,128245,125,389
23,1385.5866050808313,1417.3233256351039,128629,128254,127,433
23,1340.3940042826553,1448.8286937901498,128630,128255,128,467
24,1314.7295373665481,1288.040925266904,128975,128593,130,562
24,1274.8139534883721,1294.6744186046512,128976,128594,131,602
24,1333.5953878406708,1317.4318658280922,128985,128603,132,477
24,1316.414976599064,1354.4227769110764,128986,128604,122,641
24,1293.5195460277428,1450.2395964691048,128991,128609,123,793
24,1348.8071135430916,1481.4541723666212,128995,128613,124,731
24,1361.5825242718447,1402.7805825242717,129001,128619,129,515
24,1315.2732919254659,1447.1273291925465,129002,128620,125,322
24,1385.5040322580644,1417.1149193548388,129011,128629,127,496
24,1342.1974789915967,1447.4012605042017,129012,128630,128,476
25,1307.9,1288.7254237288134,129357,128975,130,590
25,1271.5401337792641,1293.6521739130435,129358,128976,131,598
25,1332.2333333333333,1318.5294117647059,129367,128985,132,510
25,1311.6666666666667,1354.7018348623853,129368,128986,122,654
25,1291.6838046272494,1451.0938303341902,129373,128991,123,778
25,1347.9184210526316,1480.628947368421,129377,128995,124,760
25,1361.426,1403.266,129383,129001,129,500
25,1313.0825396825396,1447.4888888888888,129384,129002,125,315
25,1382.1805273833672,1421.6409736308317,129393,129011,127,493
25,1339.3453093812375,1446.4730538922156,129394,129012,128,501
26,1308.6808905380335,1286.595547309833,129740,129357,130,539
26,1273.34925865,1296.4184514003296,129741,129358,131,607
26,1332.9823529411765,1315.8509803921568,129750,129367,132,510
26,1311.8262150220912,1355.558173784978,129751,129368,122,679
26,1292.2404580152672,1451.998727735369,129756,129373,123,786
26,1347.9421487603306,1479.564738292011,129760,129377,124,726
26,1363.8827038,1397.9502982107356,129766,129383,129,503
26,1314.7166666666667,1444.513888888889,129767,129384,125,360
26,1380.2013129102845,1426.770240700219,129776,129393,127,457
26,1339.6757813,1444.5449219,129777,129394,128,512
27,1315.657091561939,1287.310592459605,130123,129740,130,557
27,1276.2581168831168,1295.5113636363637,130124,129741,131,616
27,1335.056092843327,1317.1914893617022,130133,129750,132,517
27,1312.5555555555557,1356.972972972973,130134,129751,122,666
27,1296.7421777221527,1449.8235294117646,130139,129756,123,799
27,1347.151851851852,1478.7395061728396,130143,129760,124,810
27,1368.8278688999999,1393.954918032787,130149,129766,129,488
27,1318.6446991404011,1443.1833810888252,130150,129767,125,349
27,1379.8594704684317,1427.9490835,130159,129776,127,491
27,1343.037773359841,1444.0536779324057,130160,129777,128,503
28,1316.3044217687075,1283.0527210884354,130506,130123,130,588
28,1274.39726027,1295.2414383561643,130507,130124,131,584
28,1337.751879699248,1315.3082706766918,130516,130133,132,532
28,1312.217261904762,1356.325892857143,130517,130134,122,672
28,1294.4942675159236,1449.0675159235668,130522,130139,123,785
28,1346.9145860709593,1481.3377135348226,130526,130143,124,761
28,1365.7880085653105,1391.6188436830835,130532,130149,129,467
28,1316.9142091152814,1443.9034852546918,130533,130150,125,373
28,1378.1847826086957,1425.3659420289855,130542,130159,127,552
28,1341.3179190751446,1444.8574181117533,130543,130160,128,519
29,1315.7135922330096,1274.205501618123,130889,130506,130,618
29,1276.017857142857,1293.5844155844156,130890,130507,131,616
29,1338.5334685598377,1310.841784989858,130899,130516,132,493
29,1314.7324749642346,1353.0529327610873,130900,130517,122,699
29,1294.24847001,1450.8776009791923,130905,130522,123,817
29,1347.1966292134832,1482.0463483146068,130909,130526,124,712
29,1361.9332096474955,1390.6307977736549,130915,130532,129,539
29,1317.0877192982457,1444.3801169590643,130916,130533,125,342
29,1377.7842003853564,1426.0828516377649,130925,130542,127,519
29,1341.7562862669247,1446.2147001934236,130926,130543,128,517
30,1319.0831973898858,1272.4502446982056,131272,130889,130,613
30,1276.928455284553,1293.42601626,131273,130890,131,615
30,1335.1441947565543,1311.6872659,131282,130899,132,534
30,1313.9665271966528,1352.6555090655509,131283,130900,122,717
30,1296.1622276029057,1451.4370460048426,131288,130905,123,826
30,1346.8424657534247,1481.2785388127854,131292,130909,124,438
30,1361.737793851718,1391.9330922242316,131298,130915,129,553
30,1319.822950819672,1439.2098360655737,131299,130916,125,305
30,1377.8761384335155,1426.249544626594,131308,130925,127,549
30,1343.0087912087913,1447.2021978021978,131309,130926,128,455
31,1322.156507413509,1274.8912685337727,131655,131272,130,607
31,1278.5889570552147,1294.069018404908,131656,131273,131,652
31,1336.4950690335306,1316.3865877712033,131665,131282,132,507
31,1313.2771739130435,1352.6739130434783,131666,131283,122,736
31,1293.62451108,1450.6245110821383,131671,131288,123,767
31,1361.194756554307,1481.0411985018727,131677,131292,133,267
31,1333.292490118577,1482.7628458498025,131678,131292,134,253
31,1360.891265597148,1392.5329768270944,131681,131298,129,561
31,1316.5317220543807,1442.6858006042296,131682,131299,125,331
31,1376.0051813471503,1428.2987910189984,131691,131308,127,579
31,1340.8268839103869,1450.3808553971487,131692,131309,128,491
32,1324.5176848874598,1275.927652733119,132038,131655,130,622
32,1279.8511278195488,1295.0676691729323,132039,131656,131,665
32,1334.8615071283095,1317.5865580448065,132048,131665,132,491
32,1312.5116279069766,1354.1805745554036,132049,131666,122,731
32,1290.857142857143,1449.084126984127,132054,131671,123,630
32,1362.3056478405315,1485.750830564784,132060,131677,133,301
32,1337.8924731182797,1487.616487455197,132061,131678,134,279
32,1361.1494464944649,1392.3985239852398,132064,131681,129,542
32,1317.778350515464,1440.3505154639174,132065,131682,125,388
32,1376.2238010657193,1430.7353463587922,132074,131691,127,563
32,1342.1712062256809,1453.1614785992217,132075,131692,128,514
33,1324.839527027027,1276.456081081081,132421,132038,130,592
33,1279.6745913818722,1294.3863298662704,132422,132039,131,673
33,1335.1259842519685,1317.8740157480315,132431,132048,132,508
33,1313.6270718232045,1353.8218232044198,132432,132049,122,724
33,1287.7792706333973,1454.3608445297505,132437,132054,123,521
33,1361.6964285714287,1480.0535714285716,132443,132060,133,336
33,1337.2679738562092,1489.0947712418301,132444,132061,134,306
33,1361.6641509433962,1390.1150943396226,132447,132064,129,530
33,1315.4360730593608,1437.445205479452,132448,132065,125,438
33,1375.7088607594937,1431.3146473779384,132457,132074,127,553
33,1341.5659656,1453.0114722753347,132458,132075,128,523
34,1324.7723440134907,1276.7942664418213,132804,132421,130,593
34,1278.2876923076924,1294.74769231,132805,132422,131,650
34,1333.7148936170213,1319.4510638297872,132814,132431,132,470
34,1313.124833997344,1355.1181938911022,132815,132432,122,753
34,1283.4412698412698,1472.1619047619047,132822,132437,135,315
34,1289.9302325581396,1440.607235142119,132823,132437,136,387
34,1362.9467005076142,1480.46192893401,132826,132443,133,394
34,1337.6510067114093,1490.0436241610737,132827,132444,134,298
34,1363.931338028169,1390.7218309859154,132830,132447,129,568
34,1315.552995391705,1440.447004608295,132831,132448,125,434
34,1376.2196078431373,1433.8176470588235,132840,132457,127,510
34,1341.382405745063,1453.1526032315978,132841,132458,128,557
35,1326.8956661316213,1277.454253611557,133187,132804,130,623
35,1281.1233082706767,1294.6947368421052,133188,132805,131,665
35,1333.8977505112475,1320.2188139059306,133197,132814,132,489
35,1315.1122994652405,1354.066844919786,133198,132815,122,748
35,1285.1032258064515,1468.3225806451612,133205,132822,135,310
35,1293.2923076923078,1438.2092307692308,133206,132823,136,325
35,1363.5520581113801,1479.9007263922517,133209,132826,133,413
35,1339.7,1491.3,133210,132827,134,350
35,1365.9588551,1391.1824686940965,133213,132830,129,559
35,1316.0114678899083,1440.6123853211009,133214,132831,125,436
35,1377.0124555160141,1432.4163701067616,133223,132840,127,562
35,1340.7979452054794,1452.9469178082193,133224,132841,128,584
36,1327.529702970297,1278.4422442244224,133570,133187,130,606
36,1281.2737920937043,1294.6603221083456,133571,133188,131,683
36,1331.5896907216495,1321.7319587628865,133580,133197,132,485
36,1315.4587765957447,1354.9933510638298,133581,133198,122,752
36,1284.3475783475783,1469.5868945868947,133588,133205,135,351
36,1294.484939759036,1438.801204819277,133589,133206,136,332
36,1363.30155210643,1479.7827050997782,133592,133209,133,451
36,1339.3406940063091,1488.4447949526814,133593,133210,134,317
36,1364.9535655058044,1391.7363184079602,133596,133213,129,603
36,1316.8974943052392,1440.6628701594532,133597,133214,125,439
36,1376.5047801147227,1432.3059273422562,133606,133223,127,523
36,1340.3821292775665,1455.2889733840304,133607,133224,128,526
37,1327.7794871794872,1277.9880341880341,133953,133570,130,585
37,1282.09224012,1295.2650073206441,133954,133571,131,683
37,1333.016563146998,1320.631469979296,133963,133580,132,483
37,1316.3478835978835,1354.7089947089946,133964,133581,122,756
37,1282.53477218,1469.8585131894483,133971,133588,135,417
37,1289.72131147541,1438.4918032786886,133972,133589,136,366
37,1365.3478260869565,1481.4323671497584,133975,133592,133,414
37,1339.4511494252874,1492.5114942528735,133976,133593,134,348
37,1365.836956521739,1389.9239130434783,133979,133596,129,552
37,1319.8649155722326,1437.9324577861164,133980,133597,125,533
37,1377,1433.2768670309654,133989,133606,127,549
37,1342.3978494623657,1457.8118279569892,133990,133607,128,558
38,1328.4010067114093,1276.038590604027,134319,133953,130,596
38,1281.4918759231905,1295.0118168389956,134320,133954,131,677
38,1329.9013806706114,1320.6153846153845,134329,133963,132,507
38,1314.9815546772068,1353.3833992094862,134330,133964,122,759
38,1283.570093457944,1469.1191588785045,134337,133971,135,428
38,1287.203539823009,1437.0176991150443,134338,133972,136,339
38,1362.6470588235295,1481.5882352941176,134341,133975,133,425
38,1336.081081081081,1488.6,134342,133976,134,370
38,1362.8201680672269,1391.2302521008403,134345,133979,129,595
38,1319.9404761904761,1435.7777777777778,134346,133980,125,504
38,1376.0567107750473,1433.9546313799622,134355,133989,127,529
38,1339.155109489051,1455.3211678832117,134356,133990,128,548
39,1329.4317406143346,1277.122866894198,134699,134319,130,586
39,1280.684750733138,1293.782991202346,134700,134320,131,682
39,1330.093023255814,1321.4263565891472,134709,134329,132,516
39,1314.4172099087352,1353.232073011734,134710,134330,122,767
39,1282.3381294964029,1470.390887290168,134717,134337,135,417
39,1285.10447761,1438.3164179104479,134718,134338,136,335
39,1361.1193058568329,1480.9501084598699,134721,134341,133,461
39,1337.0437158469945,1491.4972677595629,134722,134342,134,366
39,1363.565705128205,1392.2660256410256,134725,134345,129,624
39,1319.499001996008,1432.5429141716568,134726,134346,125,501
39,1373.9738805970148,1434.7873134328358,134735,134355,127,536
39,1337.4442508710802,1455.9494773519164,134736,134356,128,574
40,1328.3204047217537,1277.2984822934234,135079,134699,130,593
40,1281.780523255814,1296.265988372093,135080,134700,131,688
40,1329.4708029197081,1321.0802919708028,135089,134709,132,548
40,1314.6503311258277,1354.2450331125829,135090,134710,122,755
40,1281.7477064220184,1469.5779816513761,135097,134717,135,436
40,1288.7456647398844,1435.849710982659,135098,134718,136,346
40,1359.80375782881,1483.4237995824635,135101,134721,133,479
40,1334.467966573816,1496.1727019498608,135102,134722,134,359
40,1362.6416,1395.6112,135105,134725,129,625
40,1321.3326885880078,1435.4119922630562,135106,134726,125,517
40,1375.078895463511,1434.8816568047337,135115,134735,127,507
40,1338.7043918918919,1460.1283783783783,135116,134736,128,592
41,1330.6192982456141,1275.3631578947368,135459,135079,130,570
41,1284.2116788321168,1293.6540145985402,135460,135080,131,685
41,1330.220640569395,1318.6832740213524,135469,135089,132,562
41,1315.5303430079155,1353.1833773087071,135470,135090,122,758
41,1283.0861678004535,1466.5011337868482,135477,135097,135,441
41,1288.1666666666667,1437.2142857142858,135478,135098,136,336
41,1361.0438756855576,1479.4314442413163,135481,135101,133,547
41,1337.4899497487438,1497.2010050251256,135482,135102,134,398
41,1362.6186046511627,1395.187596899225,135485,135105,129,645
41,1320.0229445506693,1435.6959847036328,135486,135106,125,523
41,1377.6984402079722,1431.7417677642982,135495,135115,127,577
41,1341.1384364820847,1455.5570033,135496,135116,128,614
42,1329.8350168350169,1279.2895622895624,135839,135459,130,594
42,1283.3656597774245,1293.5182829888713,135840,135460,131,629
42,1332.534516765286,1317.34516765286,135849,135469,132,507
42,1318.0104849279162,1353.2726081258193,135850,135470,122,763
42,1281.703196347032,1471.0639269406392,135857,135477,135,438
42,1287.5745341614906,1435.6397515527951,135858,135478,136,322
42,1358.2898550724638,1481.9316770186335,135861,135481,133,483
42,1338.3308457711444,1499.1169154228855,135862,135482,134,402
42,1360.6094224924013,1397.323708206687,135865,135485,129,658
42,1321.0946196660482,1433.5194805194806,135866,135486,125,539
42,1378.3819188191883,1434.138376383764,135875,135495,127,542
42,1340.2702265372168,1456.784789644013,135876,135496,128,618
43,1328.625816993464,1278.671568627451,136223,135839,130,612
43,1282.8002853067046,1293.355206847361,136224,135840,131,701
43,1330.5186640471513,1317.475442,136233,135849,132,509
43,1315.1172413793104,1351.9406896551725,136234,135850,122,725
43,1281.4947368421053,1470.9894736842105,136241,135857,135,475
43,1287.31092437,1437.81512605042,136242,135858,136,357
43,1357.6993736951983,1479.9018789,136245,135861,133,479
43,1342.1888888888889,1497.5555555555557,136246,135862,134,360
43,1358.3095238095239,1399.578869047619,136249,135865,129,672
43,1319.768953068592,1432.21119133574,136250,135866,125,554
43,1376.0671641791046,1432.92723880597,136259,135875,127,536
43,1338.60413080895,1457.5955249569706,136260,135876,128,581
44,1327.7274220032841,1276.75041051,136607,136223,130,609
44,1280.0283582089553,1293.631343283582,136608,136224,131,670
44,1330.1600753295668,1316.4915254237287,136617,136233,132,531
44,1315.2104575163398,1353.3124183006537,136618,136234,122,765
44,1278.11377245509,1473.3353293413174,136625,136241,135,501
44,1283.43380282,1436.6901408450703,136626,136242,136,355
44,1357.515325670498,1478.5,136629,136245,133,522
44,1340.4749340369394,1495.693931398417,136630,136246,134,379
44,1360.5462822,1397.8907435508345,136633,136249,129,659
44,1317.3471223021584,1432.4046762589928,136634,136250,125,556
44,1380.572192513369,1431.1051693404634,136643,136259,127,561
44,1337.8154574132493,1455.916403785489,136644,136260,128,634
45,1330.1702508960573,1275.8333333333333,136991,136607,130,558
45,1280.0414814814815,1293.0948148148148,136992,136608,131,675
45,1327.4423791821562,1317.0371747211896,137001,136617,132,538
45,1311.1040609137056,1351.1408629441626,137002,136618,122,788
45,1278.4733475479743,1471.7100213219617,137009,136625,135,469
45,1286.9047619,1433.9732142857142,137010,136626,136,336
45,1355.4275092936803,1481.078066914498,137013,136629,133,538
45,1340.4923076923078,1498.7820512820513,137014,136630,134,390
45,1360.7347242921014,1398.140089418778,137017,136633,129,671
45,1316.7227191413238,1431.9731663685152,137018,136634,125,559
45,1383.524680073126,1427.396709323583,137027,136643,127,547
45,1336.3900481540932,1456.2471910112358,137028,136644,128,623
46,1329.2508250825083,1277.3498349834983,137371,136991,130,606
46,1281.6011904761904,1293.6964285714287,137372,136992,131,672
46,1330.3410852713178,1315.9883720930234,137381,137001,132,516
46,1312.8367609254499,1351.1606683804628,137382,137002,122,778
46,1280.947895791583,1470.2745490981965,137389,137009,135,499
46,1286.5701492537314,1433.2149253731343,137390,137010,136,335
46,1355.763602251407,1478.9774859287054,137393,137013,133,533
46,1342.2890025575448,1497.0409207161124,137394,137014,134,391
46,1361.6698717948718,1396.9375,137397,137017,129,624
46,1317.5732600732601,1431.7326007326008,137398,137018,125,546
46,1383.2767402,1424.7402376910018,137407,137027,127,589
46,1337.1392,1455.9744,137408,137028,128,625
47,1326.0306451612903,1276.5629032258064,137751,137371,130,620
47,1279.1566820276498,1292.9124423963133,137752,137372,131,651
47,1329.8289241622574,1313.530864197531,137761,137381,132,567
47,1311.9821656050956,1352.8624203821655,137762,137382,122,785
47,1278.3910505836575,1471.8171206225682,137769,137389,135,514
47,1286.779552715655,1435.664536741214,137770,137390,136,313
47,1353.9614678899084,1479.0366972477063,137773,137393,133,545
47,1344.7831325301204,1497.0602409638554,137774,137394,134,415
47,1361.137873754153,1395.6760797342192,137777,137397,129,602
47,1315.8974358974358,1431.8168498168498,137778,137398,125,546
47,1383.4055459272097,1421.4003466204506,137787,137407,127,577
47,1332.9611650485438,1457.6229773462783,137788,137408,128,618
48,1328.7607260726072,1276.9191419141914,138131,137751,130,606
48,1281.561377245509,1293.4790419161677,138132,137752,131,668
48,1330.4109090909092,1316.0327272727272,138141,137761,132,550
48,1312.886768447837,1353.4338422391857,138142,137762,122,786
48,1278.7828571428572,1472.5009523809524,138149,137769,135,525
48,1286.0651465798046,1430.9185667752442,138150,137770,136,307
48,1356.4442413162706,1476.7586837294332,138153,137773,133,547
48,1347.8880952380953,1495.8404761904762,138154,137774,134,420
48,1363.7490774907749,1389.579335793358,138157,137777,129,271
48,1317.5714285714287,1431.7641996557659,138158,137778,125,581
48,1386.5583756345177,1416.5313028764806,138167,137787,127,591
48,1332.936630602782,1457.7836166924267,138168,137788,128,647
49,1327.6952224052718,1276.841845140033,138511,138131,130,607
49,1276.8836424957842,1292.5615514333895,138512,138132,131,593
49,1330.8666666666668,1313.8285714285714,138521,138141,132,525
49,1314.2073324905184,1353.4601769911505,138522,138142,122,791
49,1278.6447876447876,1473.2953667953668,138529,138149,135,518
49,1285.75932203,1430.0813559322035,138530,138150,136,295
49,1356.522920203735,1474.8726655348048,138533,138153,133,589
49,1348.658371040724,1494.8687783,138534,138154,134,442
49,1316.9930191972076,1430.9528795811518,138538,138158,125,573
49,1375.4431818181818,1378.590909090909,138540,138157,137,264
49,1364.3555555555556,1407.5851851851853,138541,138157,138,270
49,1386.8531952,1414.7443868739206,138547,138167,127,579
49,1328.7515151515152,1459.539393939394,138548,138168,128,660
50,1336.5053995680346,1272.671706263499,138891,138511,130,463
50,1277.4117647058824,1293.8609625668448,138892,138512,131,374
50,1329.281195079086,1313.6959578207382,138901,138521,132,569
50,1314.0825,1350.83625,138902,138522,122,800
50,1280.009633911368,1473.1059730250481,138909,138529,135,519
50,1287.3478260869565,1431.3210702341137,138910,138530,136,299
50,1358.3156089193826,1474.6312178,138913,138533,133,583
50,1349.65625,1495.1674107142858,138914,138534,134,448
50,1318.1485809682804,1431.6110183639398,138918,138538,125,599
50,1371.2788944723618,1382.9095477386934,138920,138540,137,398
50,1352.6871508379888,1405.8491620111731,138921,138541,138,358
50,1384.926868044515,1415.027027027027,138927,138547,127,629
50,1329.4646153846154,1461.3507692307692,138928,138548,128,650
51,1339.72131147541,1275.2224824355972,139276,138891,130,427
51,1273.017361111111,1303.0902777777778,139278,138892,139,288
51,1281.7073954983923,1279.3086816720256,139280,138892,140,311
51,1329.43216080402,1311.036850921273,139286,138901,132,597
51,1315.0831202046036,1354.8260869565217,139287,138902,122,782
51,1280.1338582677165,1474.484251968504,139294,138909,135,508
51,1287.0378548895899,1433,139295,138910,136,317
51,1357.2820945945946,1473.9273648648648,139298,138913,133,592
51,1346.7617021276596,1494.8595744680852,139299,138914,134,470
51,1317.4027072758038,1433.2148900169204,139303,138918,125,591
51,1371.9188544152744,1382.7040572792362,139305,138920,137,419
51,1350.4896551724137,1409.5471264367816,139306,138921,138,435
51,1382.0710743801653,1417.7454545454545,139312,138927,127,605
51,1326.4884696016773,1465.0587002096436,139313,138928,128,477
52,1274.315112540193,1304.9935691318328,139663,139278,139,311
52,1281.15838509,1279.0372670807453,139665,139280,140,322
52,1320.3851132686084,1259.401294498382,139667,,141,309
52,1341.328947368421,1283.8355263157896,139668,139276,130,304
52,1329.4847512038523,1308.247191011236,139671,139286,132,623
52,1315.774025974026,1353.1584415584416,139672,139287,122,770
52,1280.2711198428292,1473.6286836935167,139679,139294,135,509
52,1287.3427672955975,1428.6729559748428,139680,139295,136,318
52,1356.7064846416383,1473.0460750853242,139683,139298,133,586
52,1346.1257731958763,1493.2742268041238,139684,139299,134,485
52,1314.673076923077,1433.6608391608393,139688,139303,125,572
52,1371.1778290993072,1384.2424942263278,139690,139305,137,433
52,1347.7982646420824,1417.6789587852495,139691,139306,138,461
52,1381.2227342549922,1416.7219662058371,139697,139312,127,651
52,1332.057142857143,1453.9571428571428,139700,139313,128,140
52,1310.741935483871,1478.2129032258065,139701,,142,155
53,1273.3096446700508,1303.6370558375634,140048,139663,139,394
53,1278.84375,1280.3607954545455,140050,139665,140,352
53,1315.9201277955272,1260.073482428115,140052,139667,141,313
53,1340.6836734693877,1282.9149659863945,140053,139668,130,294
53,1329.328282828283,1309.3131313131314,140056,139671,132,594
53,1313.470223325062,1350.4032258064517,140057,139672,122,806
53,1277.272,1473.908,140064,139679,135,500
53,1286.9415584415585,1429.4935064935064,140065,139680,136,308
53,1355.6379928315412,1471.1218637992831,140068,139683,133,558
53,1347.2345679012346,1491.5288065843622,140069,139684,134,486
53,1313.3812056737588,1435.1418439716313,140073,139688,125,564
53,1372.485193621868,1382.3029612756263,140075,139690,137,439
53,1344.6021276595745,1421.304255319149,140076,139691,138,470
53,1378.2238095238095,1418.184126984127,140082,139697,127,630
53,1332.4204545454545,1460.844697,140085,139700,128,264
53,1307.5826446280992,1483.3677685950413,140086,139701,142,242
54,1271.8447058823529,1300.595294117647,140428,140048,139,425
54,1284.4432432432432,1285.2378378378378,140430,140050,140,370
54,1318.643598615917,1257.159169550173,140432,140052,141,289
54,1338.276397515528,1284.8819875776398,140433,140053,130,322
54,1332.9730769230769,1314.9596153846153,140436,140056,132,520
54,1314.1735218508998,1351.8804627249358,140437,140057,122,778
54,1280.2842105263157,1472.6105263157895,140444,140064,135,475
54,1288.7689873417721,1430.613924050633,140445,140065,136,316
54,1357.8297491039427,1471.116487455197,140448,140068,133,558
54,1347.749529190207,1492.1224105461392,140449,140069,134,531
54,1316.0663265306123,1434.0816326530612,140453,140073,125,588
54,1378.0063025210084,1385.59243697479,140455,140075,137,476
54,1348.9834024896265,1416.2053941908714,140456,140076,138,482
54,1378.4776386404294,1424.5295169946332,140462,140082,127,559
54,1334.7875,1461.43125,140465,140085,128,320
54,1306.6283783783783,1484.4797297297298,140466,140086,142,296
55,1270.9977924944812,1301.4613686534217,140808,140428,139,453
55,1284.0227272727273,1286.918181818182,140810,140430,140,440
55,1320.9646302250803,1260.807073954984,140812,140432,141,311
55,1337.6600566572238,1283.1303116147308,140813,140433,130,353
55,1330.1610486891386,1312.0823970037454,140816,140436,132,534
55,1313.7096774193549,1350.231182795699,140817,140437,122,744
55,1281.22653061,1470.2469387755102,140824,140444,135,490
55,1291.1702127659573,1427.465045592705,140825,140445,136,329
55,1357.890625,1470.576388888889,140828,140448,133,576
55,1350.1297709923665,1491.8568702290077,140829,140449,134,524
55,1315.923611111111,1433.2309027777778,140833,140453,125,576
55,1387.9701834862385,1389.3784403669724,140835,140455,137,436
55,1355.6615087040618,1410.2882011605416,140836,140456,138,517
55,1378.516129032258,1423.594470046083,140842,140462,127,217
55,1335.3506097560976,1459.841463414634,140845,140465,128,328
55,1304.4518072289156,1483.6445783,140846,140466,142,332
56,1271.71235521,1301.515444015444,141188,140808,139,518
56,1285.9547413793102,1287.280172413793,141190,140810,140,464
56,1319.990291262136,1260.5728155339805,141192,140812,141,309
56,1339.9066265060242,1281.72891566,141193,140813,130,332
56,1332.2621185,1312.8617594254938,141196,140816,132,557
56,1311.4312320916906,1353.4957020057307,141197,140817,122,698
56,1281.4386317907445,1466.7404426559356,141204,140824,135,497
56,1290.1070336391438,1427.4006116207952,141205,140825,136,327
56,1357.2964285714286,1470.192857142857,141208,140828,133,560
56,1349.609576427256,1491.366482504604,141209,140829,134,543
56,1315.446153846154,1432.3333333333333,141213,140833,125,585
56,1387.4018867924528,1384.554716981132,141215,140835,137,530
56,1357.5903165735567,1415.389199255121,141216,140836,138,537
56,1333.5925925925926,1457.7777777777778,141225,140845,128,351
56,1302.9141274238227,1482.5983379501386,141226,140846,142,361
56,1386.9612068965516,1408.780172413793,141228,140842,143,232
56,1370.4881516587677,1436.1421800947867,141229,140842,144,211
57,1272.532,1303.152,141568,141188,139,500
57,1281.6601731601731,1284.67316017316,141570,141190,140,462
57,1321.7739938080495,1263.65944272,141572,141192,141,323
57,1341.5225988700565,1279.72316384,141573,141193,130,354
57,1334.0427631578948,1313.1842105263158,141576,141196,132,608
57,1312.9078014184397,1358.4728132387706,141577,141197,122,423
57,1281.087591240876,1465.4184914841849,141584,141204,135,411
57,1288.6052631578948,1432.938596491228,141585,141205,136,342
57,1358.6842105263158,1469.6701754385965,141588,141208,133,570
57,1348.6118881118882,1491.8583916083917,141589,141209,134,572
57,1315.3309859154929,1433.9559859154929,141593,141213,125,568
57,1385.390374331551,1384.8128342245989,141595,141215,137,561
57,1354.7274436090224,1414.7105263157896,141596,141216,138,532
57,1335.2542787286063,1455.9364303178484,141605,141225,128,409
57,1302.6891891891892,1482.4756756756756,141606,141226,142,370
57,1388.5240384615386,1408.5817307692307,141608,141228,143,208
57,1374.6689655172413,1434.5344827586207,141609,141229,144,290
58,1270.2523540489642,1303.9114877589454,141948,141568,139,531
58,1281.5875486381324,1286.2140077821011,141950,141570,140,514
58,1323.577142857143,1266.2,141952,141572,141,350
58,1342.3447368421052,1279.18421053,141953,141573,130,380
